Categoria,Nome do Produto,Voltagem,Preço Principal,Preço à Vista,Qtd. Parcelas,Valor Parcela,URL da Imagem
Convencional,Ar-Condicionado Split HW Agratto Fit Top 30.000 BTUs Só Frio 220V,220  V,"R$ 5.199,00","ou R$ 4.939,05 à vista",8x,"R$ 649,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-30-000-btus-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 30.000 BTUs Só Frio 220V,30000 BTUs,"R$ R$ 5.199,00 à prazo","ou R$ 4.939,05 à vista",8x,"R$ 649,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-30-000-btus-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC9FI 9.000 BTUs R-32 Só Frio 220V,220  V,"R$ 2.199,00","ou R$ 2.089,05 à vista",8x,"R$ 274,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac9fi-9-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC9FI 9.000 BTUs R-32 Só Frio 220V,9000 BTUs,"R$ R$ 2.199,00 à prazo","ou R$ 2.089,05 à vista",8x,"R$ 274,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac9fi-9-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC18FI 18.000 BTUs R-32 Só Frio 220V,220  V,"R$ 3.299,00","ou R$ 3.134,05 à vista",8x,"R$ 412,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac18fi-18-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC18FI 18.000 BTUs R-32 Só Frio 220V,18000 BTUs,"R$ R$ 3.299,00 à prazo","ou R$ 3.134,05 à vista",8x,"R$ 412,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac18fi-18-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC24FI 24.000 BTUs R-32 Só Frio 220V,220  V,"R$ 4.389,00","ou R$ 4.169,55 à vista",8x,"R$ 548,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac24fi-24-000-btus-r-32-s-frio-220v-7.webp
Convencional,Ar-Condicionado Split HW Philco PAC24FI 24.000 BTUs R-32 Só Frio 220V,24000 BTUs,"R$ R$ 4.389,00 à prazo","ou R$ 4.169,55 à vista",8x,"R$ 548,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac24fi-24-000-btus-r-32-s-frio-220v-7.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 30.000 BTUs R-32 Só Frio 220V,220  V,"R$ 6.389,00","ou R$ 6.069,55 à vista",8x,"R$ 798,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-30-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 30.000 BTUs R-32 Só Frio 220V,30000 BTUs,"R$ R$ 6.389,00 à prazo","ou R$ 6.069,55 à vista",8x,"R$ 798,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-30-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 12.000 BTUs R-32 Só Frio 220V,220  V,"R$ 2.599,00","ou R$ 2.469,05 à vista",8x,"R$ 324,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-12-000-btus-r-32-s-frio-220v-5.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 12.000 BTUs R-32 Só Frio 220V,12000 BTUs,"R$ R$ 2.599,00 à prazo","ou R$ 2.469,05 à vista",8x,"R$ 324,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-12-000-btus-r-32-s-frio-220v-5.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 18.000 BTUs R-32 Só Frio 220V,220  V,"R$ 3.699,00","ou R$ 3.514,05 à vista",8x,"R$ 462,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-18-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 18.000 BTUs R-32 Só Frio 220V,18000 BTUs,"R$ R$ 3.699,00 à prazo","ou R$ 3.514,05 à vista",8x,"R$ 462,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-18-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 22.000 BTUs R-32 Só Frio 220V,220  V,"R$ 4.579,00","ou R$ 4.350,05 à vista",8x,"R$ 572,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-22-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Springer Midea AirVolution 22.000 BTUs R-32 Só Frio 220V,22000 BTUs,"R$ R$ 4.579,00 à prazo","ou R$ 4.350,05 à vista",8x,"R$ 572,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-springer-midea-airvolution-22-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 9.000 BTUs R-32 Só Frio 220V,220  V,"R$ 1.999,00","ou R$ 1.899,05 à vista",8x,"R$ 249,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-9-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 9.000 BTUs R-32 Só Frio 220V,9000 BTUs,"R$ R$ 1.999,00 à prazo","ou R$ 1.899,05 à vista",8x,"R$ 249,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-9-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 18.000 BTUs Só Frio 220V,220  V,"R$ 3.299,00","ou R$ 3.134,05 à vista",8x,"R$ 412,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-18-000-btus-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 18.000 BTUs Só Frio 220V,18000 BTUs,"R$ R$ 3.299,00 à prazo","ou R$ 3.134,05 à vista",8x,"R$ 412,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-18-000-btus-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 22.000 BTUs Só Frio 220V,220  V,"R$ 3.699,00","ou R$ 3.514,05 à vista",8x,"R$ 462,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-22-000-btus-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Agratto Fit Top 22.000 BTUs Só Frio 220V,22000 BTUs,"R$ R$ 3.699,00 à prazo","ou R$ 3.514,05 à vista",8x,"R$ 462,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-agratto-fit-top-22-000-btus-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC12FI 12.000 BTUs R-32 Só Frio 220V,220  V,"R$ 2.399,00","ou R$ 2.279,05 à vista",8x,"R$ 299,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac12fi-12-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC12FI 12.000 BTUs R-32 Só Frio 220V,12000 BTUs,"R$ R$ 2.399,00 à prazo","ou R$ 2.279,05 à vista",8x,"R$ 299,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac12fi-12-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC30FI 30.000 BTUs R-32 Só Frio 220V,220  V,"R$ 6.099,00","ou R$ 5.794,05 à vista",8x,"R$ 762,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac30fi-30-000-btus-r-32-s-frio-220v.webp
Convencional,Ar-Condicionado Split HW Philco PAC30FI 30.000 BTUs R-32 Só Frio 220V,30000 BTUs,"R$ R$ 6.099,00 à prazo","ou R$ 5.794,05 à vista",8x,"R$ 762,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-hw-philco-pac30fi-30-000-btus-r-32-s-frio-220v.webp
Multi-Split,N/A,N/A,N/A,,N/A,N/A,N/A
Multi-Split,N/A,N/A,N/A,,N/A,N/A,N/A
Multi-Split,N/A,N/A,N/A,,N/A,N/A,N/A
Multi-Split,N/A,N/A,N/A,,N/A,N/A,N/A
Multi-Split,N/A,N/A,N/A,,N/A,N/A,N/A
Ar Janela,Ar-Condicionado Janela Manual Springer Midea ZCK305BB 27.000 BTUs Só Frio 220V,,"R$ 5.899,00","ou R$ 5.604,05 à vista",8x,"R$ 737,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-manual-springer-midea-zck305bb-27-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Manual Springer Midea ZCK305BB 27.000 BTUs Só Frio 220V,27.000 BTUs,"R$ R$ 5.899,00 à prazo","ou R$ 5.604,05 à vista",8x,"R$ 737,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-manual-springer-midea-zck305bb-27-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Manual Springer Midea QCK105BB 10.000 BTUs Só Frio 220V,,"R$ 2.179,00","ou R$ 2.070,05 à vista",8x,"R$ 272,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-manual-springer-midea-qck105bb-10-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Manual Springer Midea QCK105BB 10.000 BTUs Só Frio 220V,10.000 BTUs,"R$ R$ 2.179,00 à prazo","ou R$ 2.070,05 à vista",8x,"R$ 272,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-manual-springer-midea-qck105bb-10-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Manual Springer Midea MCK125BB 12.000 BTUs Só Frio 220V,,"R$ 2.689,00","ou R$ 2.554,55 à vista",8x,"R$ 336,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-manual-springer-midea-mck125bb-12-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Manual Springer Midea MCK125BB 12.000 BTUs Só Frio 220V,12.000 BTUs,"R$ R$ 2.689,00 à prazo","ou R$ 2.554,55 à vista",8x,"R$ 336,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-manual-springer-midea-mck125bb-12-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Eletrônico Springer Midea 10.000 BTUs Só Frio 220V,,"R$ 2.519,00","ou R$ 2.393,05 à vista",8x,"R$ 314,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-eletr-nico-springer-midea-10-000-btus-s-frio-220v.webp
Ar Janela,Ar-Condicionado Janela Eletrônico Springer Midea 10.000 BTUs Só Frio 220V,10.000 BTUs,"R$ R$ 2.519,00 à prazo","ou R$ 2.393,05 à vista",8x,"R$ 314,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-janela-eletr-nico-springer-midea-10-000-btus-s-frio-220v.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter Daikin SkyAir 31.000 BTUs Quente/Frio 220V Monofásico,,"R$ 15.399,00","ou R$ 14.629,05 à vista",8x,"R$ 1.924,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-daikin-skyair-31-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter Daikin SkyAir 31.000 BTUs Quente/Frio 220V Monofásico,31000 BTUs,"R$ R$ 15.399,00 à prazo","ou R$ 14.629,05 à vista",8x,"R$ 1.924,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-daikin-skyair-31-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter Daikin SkyAir 35.000 BTUs Quente/Frio 220V Monofásico,220  V,"R$ 16.459,00","ou R$ 15.636,05 à vista",8x,"R$ 2.057,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-daikin-skyair-35-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter Daikin SkyAir 35.000 BTUs Quente/Frio 220V Monofásico,35000 BTUs,"R$ R$ 16.459,00 à prazo","ou R$ 15.636,05 à vista",8x,"R$ 2.057,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-daikin-skyair-35-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter Daikin SkyAir 46.000 BTUs Quente/Frio 220V Monofásico,220  V,"R$ 21.389,00","ou R$ 20.319,55 à vista",8x,"R$ 2.673,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-daikin-skyair-46-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter Daikin SkyAir 46.000 BTUs Quente/Frio 220V Monofásico,46000 BTUs,"R$ R$ 21.389,00 à prazo","ou R$ 20.319,55 à vista",8x,"R$ 2.673,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-daikin-skyair-46-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Hitachi Air Core 36.000 BTUs Só Frio 220V Monofásico,,"R$ 10.419,00","ou R$ 9.898,05 à vista",8x,"R$ 1.302,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-hitachi-air-core-36-000-btus-s-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Hitachi Air Core 36.000 BTUs Só Frio 220V Monofásico,36000 BTUs,"R$ R$ 10.419,00 à prazo","ou R$ 9.898,05 à vista",8x,"R$ 1.302,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-hitachi-air-core-36-000-btus-s-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Inverter 4 Vias Hitachi AirCore 600 24.000 BTUs Quente/Frio 220V Monofásico,,"R$ 9.599,00","ou R$ 9.119,05 à vista",8x,"R$ 1.199,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-inverter-4-vias-hitachi-aircore-600-24-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Inverter 4 Vias Hitachi AirCore 600 24.000 BTUs Quente/Frio 220V Monofásico,24000 BTUs,"R$ R$ 9.599,00 à prazo","ou R$ 9.119,05 à vista",8x,"R$ 1.199,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-inverter-4-vias-hitachi-aircore-600-24-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Inverter 4 Vias Hitachi AirCore 600 36.000 BTUs Quente/Frio 220V Monofásico,,"R$ 12.999,00","ou R$ 12.349,05 à vista",8x,"R$ 1.624,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-inverter-4-vias-hitachi-aircore-600-36-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Inverter 4 Vias Hitachi AirCore 600 36.000 BTUs Quente/Frio 220V Monofásico,36000 BTUs,"R$ R$ 12.999,00 à prazo","ou R$ 12.349,05 à vista",8x,"R$ 1.624,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-inverter-4-vias-hitachi-aircore-600-36-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Inverter 4 Vias Hitachi AirCore 600 56.000 BTUs Quente/Frio 220V Monofásico,,"R$ 16.539,00","ou R$ 15.712,05 à vista",8x,"R$ 2.067,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-inverter-4-vias-hitachi-aircore-600-56-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Inverter 4 Vias Hitachi AirCore 600 56.000 BTUs Quente/Frio 220V Monofásico,56000 BTUs,"R$ R$ 16.539,00 à prazo","ou R$ 15.712,05 à vista",8x,"R$ 2.067,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-inverter-4-vias-hitachi-aircore-600-56-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 24.000 BTUs Quente/Frio 220V Monofásico,,"R$ 10.099,00","ou R$ 9.594,05 à vista",8x,"R$ 1.262,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-24-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 24.000 BTUs Quente/Frio 220V Monofásico,24000 BTUs,"R$ R$ 10.099,00 à prazo","ou R$ 9.594,05 à vista",8x,"R$ 1.262,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-24-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 47.000 BTUs Quente/Frio 220V Monofásico,,"R$ 16.165,00","ou R$ 15.356,75 à vista",8x,"R$ 2.020,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-47-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 47.000 BTUs Quente/Frio 220V Monofásico,47000 BTUs,"R$ R$ 16.165,00 à prazo","ou R$ 15.356,75 à vista",8x,"R$ 2.020,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-47-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 50.000 BTUs Quente/Frio 220V Monofásico,,"R$ 17.639,00","ou R$ 16.757,05 à vista",8x,"R$ 2.204,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-50-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 50.000 BTUs Quente/Frio 220V Monofásico,50000 BTUs,"R$ R$ 17.639,00 à prazo","ou R$ 16.757,05 à vista",8x,"R$ 2.204,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-50-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 1 Via Inverter LG WI-FI Conect 18.000 BTUs Quente/Frio 220V Monofásico,,"R$ 9.650,00","ou R$ 9.167,50 à vista",8x,"R$ 1.206,25 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-1-via-inverter-lg-wi-fi-conect-18-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 1 Via Inverter LG WI-FI Conect 18.000 BTUs Quente/Frio 220V Monofásico,18000 BTUs,"R$ R$ 9.650,00 à prazo","ou R$ 9.167,50 à vista",8x,"R$ 1.206,25 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-1-via-inverter-lg-wi-fi-conect-18-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 18.000 BTUs Quente/Frio 220V Monofásico,,"R$ 8.841,00","ou R$ 8.398,95 à vista",8x,"R$ 1.105,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-18-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete 4 Vias Inverter LG WI-FI Conect 18.000 BTUs Quente/Frio 220V Monofásico,18000 BTUs,"R$ R$ 8.841,00 à prazo","ou R$ 8.398,95 à vista",8x,"R$ 1.105,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-4-vias-inverter-lg-wi-fi-conect-18-000-btus-quente-frio-220v-monof-sico.webp
Cassete,Ar-Condicionado Split Cassete Gree G-Prime Inverter Compact 24.000 BTUs R-32 Só Frio 220V Monofásico,220  V,"R$ 7.399,00","ou R$ 7.029,05 à vista",8x,"R$ 924,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-cassete-gree-g-prime-inverter-compact-24-000-btus-r-32-s-frio-220v-monof-sico.webp
